source_row,tweet,tweet_label,keyword,subjects,subjects_scored,stance,stance_reason,Unnamed: 10,matched keyword
2842132,"#WATCH | Uttarakhand | On the issue of Uniform Civil Code (UCC), Congress Disciplinary Committee president &amp; former minister Navbharat says, ""...Personally speaking, I would like to draw attention towards CAA - its rules could not be formed till date. CAA can't be implemented… https://t.co/eRZxj3rjEq https://t.co/XuewUHkYct",Pro Ruling,caa,"['caa', 'congress', 'navbharat']","[{'text': 'caa', 'score': 0.471}, {'text': 'congress', 'score': 0.436}, {'text': 'navbharat', 'score': 0.3112}]",Neutral,"no stance taken, only news delivered.",,
575940,@ShashiTharoor 2020 also witnessed the rise of organic popular movements – the nationwide protests against the CAA early in the year &amp; now the ongoing mass agitation by farmer groups across the country against new agriculture laws – that suggest that Indian democracy is capable of fighting back https://t.co/tk8yqXJCLP,Pro OPP,caa,"['protests', 'shashitharoor', 'organic']","[{'text': 'protests', 'score': 0.4602}, {'text': 'shashitharoor', 'score': 0.3648}, {'text': 'organic', 'score': 0.2848}]",Against,shows that Anti-CAA shows that democracy can fight back.,,
1948809,"President Ram Nath Kovind arrived in Kingston on his state visit to Jamaica. He is the first President of India to visit Jamaica. Sir Patrick Allen, Governor General of Jamaica and PM Andrew Holness received President Kovind at the airport. https://t.co/5EKNRmJ5f3",Pro Ruling,caa,"['jamaica', 'president', 'india']","[{'text': 'jamaica', 'score': 0.495}, {'text': 'president', 'score': 0.3625}, {'text': 'india', 'score': 0.1162}]",Neutral,no stance on CAA being taken.,,
460943,"Why selective protest against, 'Metro Shed' only, while there is absolute silence on 'Film City'&amp; 'Royal Palms' etc. #Aarey https://t.co/Hdh8NZzulf",Pro Ruling,caa,"['protest', 'silence', 'royal']","[{'text': 'protest', 'score': 0.4693}, {'text': 'silence', 'score': 0.3127}, {'text': 'royal', 'score': 0.2854}]",Neutral,no stance on CAA being taken.,,
736695,"TMC / AAP / AIMIM can fight BJP without targeting Congress and abusing leaders and supporters of Congress, what stops them?  

Are they really fighting with BJP? 

There's the reason they are being called the B team of BJP. 

🧐",Pro OPP,caa,"['fighting', 'congress', 'tmc']","[{'text': 'fighting', 'score': 0.3699}, {'text': 'congress', 'score': 0.3327}, {'text': 'tmc', 'score': 0.2866}]",Neutral,no stance on CAA being taken.,,
2042610,"@ReallySwara @justhumanindia #IAmJustHuman and I care for millions of minorities of #Pakistan and #Bangladesh. I am trolled and called names for supporting these Hindus who are raped , murdered and thrown out of their country. I support #CAA and I am called communal for that.
This is my story.Share yours.",Pro Ruling,caa,"['hindus', 'trolled', 'murdered']","[{'text': 'hindus', 'score': 0.5896}, {'text': 'trolled', 'score': 0.1971}, {'text': 'murdered', 'score': 0.1918}]",For,"claims that despite caring for minorities, the person still supports CAA and is called communal.",,
646204,"What Newsclick did with China's fund?

•Abused Rafales to hurt national security.
•Abused Indian Vaccines to influence import of Chinese vaccine.
•Tried to stop Central vista project.
•Insulted top job creators of India.
•Promoted Farmer n Anti CAA protest to create unrest.",Pro Ruling,caa,"['china', 'newsclick', 'vaccines']","[{'text': 'china', 'score': 0.5153}, {'text': 'newsclick', 'score': 0.3563}, {'text': 'vaccines', 'score': 0.1194}]",For,shows that the motive of anti-CAA was to create unrest.,,
305524,Unpopular opinion: now the anti CAA protests specially in UP are helping the Bjp. Modi &amp; Shah now do have the silent voting majority behind them,Pro OPP,caa,"['protests', 'caa', 'shah']","[{'text': 'protests', 'score': 0.5599}, {'text': 'caa', 'score': 0.4339}, {'text': 'shah', 'score': 0.3603}]",Against,"claims that indirectly, even anti-CAA protests are helping BJP.",,
1969914,"A Hindu woman is raped, murdered, 'defleshed' in #Pakistan List of anti-Hindu brutalities in Jinnah Land is endless.
Nehru signed pact with Noon to stop Hindus from coming to #India 
#CAA would have offered relief, but #LeftLiberal - #Islamist jamaat wants to see Hindus suffer.",Pro Ruling,caa,"['hindus', 'murdered', 'signed']","[{'text': 'hindus', 'score': 0.6949}, {'text': 'murdered', 'score': 0.231}, {'text': 'signed', 'score': 0.1074}]",For,shows that CAA offers relief to brutalities against Hindus.,,
301496,"Yes, he is very confused in his statement.Must be the Indian leftist academics in the US who have confused him by misinformation., @satyanadella Pl study the CAA before you comment!We respect you as @Microsoft CEO and you must not make comments to malign India! @narendramodi https://t.co/4WWxmxZkcT",Pro Ruling,caa,"['narendramodi', 'leftist', 'microsoft']","[{'text': 'narendramodi', 'score': 0.3911}, {'text': 'leftist', 'score': 0.3503}, {'text': 'microsoft', 'score': 0.2079}]",For,shows that indian leftist academics are spreading misinformation about CAA.,,
39164,"United Nations rights experts call for immediate release of activists arrested for anti-CAA protests, saying ""Their arrest seems clearly designed to send a chilling message to India’s vibrant civil society that criticism of government policies will not be tolerated"".
@OHCHRAsia",Pro OPP,caa,"['activists', 'arrested', 'india']","[{'text': 'activists', 'score': 0.4981}, {'text': 'arrested', 'score': 0.3461}, {'text': 'india', 'score': 0.2159}]",Against,shows that even US condems the arrest of anti-CAA protesters who are not doing anything wrong.,,
80520,"20 year old Harjit Singh chanted anti-CAA slogans at Amit Shah's Babarpur rally. He was beaten up by BJP supporters. He alleges that police is now telling him to call himself ""mentally unstable""
https://t.co/ql3wP7zYWz",Pro OPP,caa,"['chanted', 'himself', 'police']","[{'text': 'chanted', 'score': 0.4935}, {'text': 'himself', 'score': 0.2489}, {'text': 'police', 'score': 0.1844}]",Against,shows brutality of police and BJP towards those opposing anti-CAA.,,
408508,"Congress members shared an old image from CAA protests as media OB van recently vandalised in Lucknow. #AltNewsFactCheck | @ArchitMeta 

https://t.co/1JfwcqShNP",Pro OPP,caa,"['congress', 'protests', 'old']","[{'text': 'congress', 'score': 0.4387}, {'text': 'protests', 'score': 0.3972}, {'text': 'old', 'score': 0.2636}]",Neutral,no stance on CAA being taken.,,
279789,"Congress can't stop peacefuls from going to Mosque for Namaz

Bcoz they know peacefuls might get angry

Congress can't even provoke them to offer namaz, like they did during anti-CAA protests

Bcoz their entire vote bank might get extinct

Congress is in a very tricky situation",Pro Ruling,caa,"['congress', 'mosque', 'extinct']","[{'text': 'congress', 'score': 0.5238}, {'text': 'mosque', 'score': 0.4675}, {'text': 'extinct', 'score': 0.049}]",For,shows that congress provokes anti-CAA protests.,,
253799,"Only Congress can give a head on fight to #Modi 's Nazi-fascist govt. 
Congress is the only option that can make our great nation happy and prosperous again. 
#JaiCongress

Congress shifts gear in anti-CAA protest. Here’s why this move is significant.
https://t.co/wH00HW0sHS",Pro OPP,caa,"['congress', 'fascist', 'gear']","[{'text': 'congress', 'score': 0.5948}, {'text': 'fascist', 'score': 0.4204}, {'text': 'gear', 'score': -0.0465}]",Against,"calls modi and his policies such as CAA ""nazi-fascist"".",,
836747,"5 Guarantee of Congress in Assam 

🔹Ban CAA 
🔹200 Unit free electricity 
🔹5  lac Govt Jobs 
🔹 ₹2,000 as monthly income support to all homemakers.
🔹 raising the daily wage of tea plantation workers to ₹365",Pro OPP,caa,"['congress', 'assam', 'wage']","[{'text': 'congress', 'score': 0.4194}, {'text': 'assam', 'score': 0.404}, {'text': 'wage', 'score': 0.3668}]",Neutral,"no stance taken, only news delivered.",,
530970,"@RahulGandhi @WSJ Congress Rejected ...

SC verdict on 'Aadhar Act'.
SC verdict on 'Rohigya'.
SC verdict on 'Triple Talaq'.
SC verdict on 'EVM'.
SC verdict on 'Rafale Deal'.
SC verdict on 'Ayodhya'.
SC verdict on 'CAA'.
SC verdict on 'PM-CARES'.

And they talk of Democracy.",Pro Ruling,caa,"['verdict', 'congress', 'ayodhya']","[{'text': 'verdict', 'score': 0.5205}, {'text': 'congress', 'score': 0.411}, {'text': 'ayodhya', 'score': 0.2327}]",Neutral,no stance on CAA being taken.,,
638789,"PM @narendramodi will be participating virtually in the Outreach Sessions of the @G7 Summit today and tomorrow.

India, Australia, Republic of Korea and South Africa are invited as Guest Countries for the @G7 Summit this year. 

Here is a look at our engagement with the @G7: https://t.co/BQBdggoDyo",Pro Ruling,caa,"['g7', 'outreach', 'narendramodi']","[{'text': 'g7', 'score': 0.5034}, {'text': 'outreach', 'score': 0.3138}, {'text': 'narendramodi', 'score': 0.3031}]",Neutral,no stance on CAA being taken.,,
1737992,How the New Zealander vlogger Karl Rock went from ‘exposing scams in India’ to visiting POK right after joining the anti-CAA protests https://t.co/4jTEngSnl5,Pro Ruling,caa,"['rock', 'scams', 'india']","[{'text': 'rock', 'score': 0.4357}, {'text': 'scams', 'score': 0.401}, {'text': 'india', 'score': 0.2574}]",Neutral,no stance on CAA being taken.,,
198593,"More dangerous than #coronavirus is  #ModiVurus -it feeds on jingoism,  publicity &amp; spreads hate! Over 6 LAKH, yes 6 LAKH migrants maybe infected with #COVID2019 cause of the #LockdownWithoutPlan of hona'ble @narendramodi ji. In any democracy,  @PMOIndia would have to resign. https://t.co/YqsPX67caA",Pro OPP,caa,"['coronavirus', 'resign', 'jingoism']","[{'text': 'coronavirus', 'score': 0.598}, {'text': 'resign', 'score': 0.2085}, {'text': 'jingoism', 'score': 0.1891}]",Neutral,no stance on CAA being taken.,,
492386,Azamgarh: Congress General Secretary Priyanka Gandhi Vadra meets and interacts with protesters holding demonstration against Citizenship Amendment Act (CAA) and National Register of Citizens (NRC) https://t.co/43KbbrIswe,Pro Ruling,caa,"['protesters', 'azamgarh', 'secretary']","[{'text': 'protesters', 'score': 0.6047}, {'text': 'azamgarh', 'score': 0.3571}, {'text': 'secretary', 'score': 0.1813}]",Neutral,"no stance taken, only news delivered.",,
1430541,"NY Times is building an anti-Modi team in Delhi. Some journos who were anti- CAA crusaders, spun fake narratives on farmer protests, opposed all policy level decisions by deliberately misleading public have HOPE. Wannabes who suck up to the western media can apply for this post.",Pro Ruling,caa,"['delhi', 'protests', 'media']","[{'text': 'delhi', 'score': 0.4366}, {'text': 'protests', 'score': 0.2704}, {'text': 'media', 'score': 0.2192}]",For,"shows that some journalists who are anti-CAA, spread fake narratives, mislead public and suck up to western media.",,
317152,"So @sudhirchaudhary quietly deleted this tweet where he alleged CAA protests were funded by PFI. 
Here is Archive link: https://t.co/CMgOgQeTSS

Read @AltNews fact check https://t.co/FU8jeEXL5N
... https://t.co/h71uRQSNjO",Pro OPP,caa,"['protests', 'deleted', 'sudhirchaudhary']","[{'text': 'protests', 'score': 0.4593}, {'text': 'deleted', 'score': 0.3807}, {'text': 'sudhirchaudhary', 'score': 0.2981}]",Neutral,"no stance taken, only news delivered.",,
714907,"In one month, our govt has issued statements on events in US (capitol riots), Sri Lanka (devolution), Pakistan (Temple attack) etc..., and also told half a dozen countries they have no right to comment on Indian ""internal matters"" (farmers protests, CAA,J&amp;K etc).",Pro OPP,caa,"['govt', 'indian', 'protests']","[{'text': 'govt', 'score': 0.4187}, {'text': 'indian', 'score': 0.3912}, {'text': 'protests', 'score': 0.359}]",Against,calls out hypocricy of modi govt.,,
2131186,"From anti-CAA to Khalistani protest, attempt was made to appropriate Tiranga by the other side. By using Hum Dekhenge in The Kashmir Files, Vivek ne Faizal ban ke sabka badla le liya 😂",Pro Ruling,caa,"['kashmir', 'protest', 'vivek']","[{'text': 'kashmir', 'score': 0.5255}, {'text': 'protest', 'score': 0.4366}, {'text': 'vivek', 'score': 0.3755}]",For,shows that anti-CAA protests were done by Pakistan to appropriate the Indian flag and its values.,,
3117,Amit Shah's 'Bhima Koregaon Model' Used For Anti-CAA Protests — by @nandinisundar  https://t.co/3hw4UIn9Mt,Pro OPP,caa,"['protests', 'bhima', 'used']","[{'text': 'protests', 'score': 0.6444}, {'text': 'bhima', 'score': 0.4059}, {'text': 'used', 'score': 0.3583}]",Neutral,"no stance taken, only news delivered.",,
368883,"You folks are glamourising and egging on Muslim women protesting near Jamia instead of educating them,is CAA any danger to them?There is no NRC but you folks spread fear:Shame on you:look inside your conscience!Stand for the Truth @BDUTT @sardesairajdeep @ShekharGupta @ndtv",Pro Ruling,caa,"['muslim', 'fear', 'caa']","[{'text': 'muslim', 'score': 0.533}, {'text': 'fear', 'score': 0.2977}, {'text': 'caa', 'score': 0.2583}]",For,suggests that CAA is not of any danger to indian muslim women.,,
1962122,"UP: BJP leader, two others acquitted of Muslim man’s murder during anti-CAA protests

Full Report in @MaktoobMedia ⤵️

https://t.co/JeX6V5t9Ci",Pro OPP,caa,"['muslim', 'acquitted', 'leader']","[{'text': 'muslim', 'score': 0.4986}, {'text': 'acquitted', 'score': 0.4648}, {'text': 'leader', 'score': 0.3115}]",Against,shows how bjp murders anti-CAA protesters.,,
259325,Particularly tough year and a half for the MEA/Missions worldwide due to govts domestic policy..After protests and criticism by UN/Foreign govts on Art 370/J&amp;K clampdown/CAA-NRC/Delhi Riots....now over Farmers protests. https://t.co/C7PHSr5gHl,Pro OPP,caa,"['protests', 'clampdown', 'farmers']","[{'text': 'protests', 'score': 0.4283}, {'text': 'clampdown', 'score': 0.2618}, {'text': 'farmers', 'score': 0.2489}]",Against,shows how UN and international Govts condemned CAA.,,
2491390,"The US will now keep India out of the CAATSA rule, which will mean that India will be able to buy weapons without any restrictions.

This is a proof of the rising stature of New India!

#USA #India #CAATSA https://t.co/MKPtS3AkPF",Pro Ruling,caa,"['india', 'weapons', 'without']","[{'text': 'india', 'score': 0.495}, {'text': 'weapons', 'score': 0.3405}, {'text': 'without', 'score': 0.1986}]",Neutral,no stance on CAA being taken.,,
2511404,"Kanpur violence mastermind Hayat Zafar Hashmi arrested, had earlier participated in violent anti-CAA protests

https://t.co/EqAggTuFkR",Pro Ruling,caa,"['arrested', 'protests', 'hashmi']","[{'text': 'arrested', 'score': 0.4125}, {'text': 'protests', 'score': 0.4049}, {'text': 'hashmi', 'score': 0.3521}]",For,shows how anti-CAA is violent.,,
281178,"Staff and Officers of Lucknow division of N. E. Railway voluntarily contributed Rs. 31 lacs to the UP CM distress relief fund

Shri Yogi Adityanath, Hon'ble CM of UP acknowledged the gesture by accepting the contribution from DRM Lucknow, Dr. Monica Agnihotri

#IndiaFightsCorona https://t.co/bM6faeEvPW",Pro Ruling,caa,"['contribution', 'india', 'officers']","[{'text': 'contribution', 'score': 0.4512}, {'text': 'india', 'score': 0.3353}, {'text': 'officers', 'score': 0.2603}]",Neutral,no stance on CAA being taken.,,
80543,"Punjab government to bring resolution against CAA-NRC in Assembly | India News,The Indian Express https://t.co/Fvjz70XCch",Pro OPP,caa,"['caa', 'india', 'resolution']","[{'text': 'caa', 'score': 0.3343}, {'text': 'india', 'score': 0.327}, {'text': 'resolution', 'score': 0.2431}]",Neutral,"no stance taken, only news delivered.",,
